'timestamp', 'CP3', 'C3', 'F5', 'PO3', 'PO4', 'F6', 'C4', 'CP4', 'Target'
1728061815764,23.4975493120262,14.900686140608238,3.060381381810042,2.0740485739568637,6.322433100543096,1.028201190970486,23.53646669910223,18.57582130529318, raw
1728061816012,6.611335021807474,4.351217654139908,3.6757158770943517,0.7454620022400413,2.106852034242602,0.6980227587927735,6.728176683706878,5.142464450052819, raw
1728061816261,1.9522816324929306,1.2097741714984467,3.7738758256424907,0.49751223734622246,0.9194525841414275,0.747314012249863,1.9869816046427902,1.5846975195579698, raw
1728061816593,0.5049969429734905,0.32987203991190084,1.5552070423213349,0.5289467433504726,0.335658777350708,1.115577330576694,0.49264467556867625,0.36854107735692593, raw
1728061816763,0.20136114179267064,0.6519737971614934,0.9661589279577592,0.601838658101682,0.18182448786729077,2.0241234393500616,0.16585971043261946,0.2915912980187519, raw
1728061817013,0.3460014671463011,2.54088926488084,2.7494151281521084,4.126767067847054,0.5280174125791132,3.4039319725661543,0.40043652118695827,0.2897285830245543, raw
1728061817262,0.29195553573270683,2.4498982296901626,2.700798905469221,4.089180529635575,0.5442335561444271,4.426397041774454,0.3682247721607594,0.21462224039898642, raw
1728061817573,0.3659434071007833,1.187998544545779,1.603283857715228,1.0844489237705304,0.3521223324397483,4.197247033042372,0.3681145115912186,0.3465018376560251, raw
1728061817762,0.5551268148463259,1.6319016210166386,2.5786478247671045,1.1063497172069454,1.5600899004409916,2.840103058404575,0.5675226853022752,0.6214873631220557, raw
1728061818012,0.44271748729765387,1.6280960718591106,2.276114463870498,1.1888205803060112,1.608959545965799,0.5314198159665838,0.41305712693122004,0.5449811070982673, raw
1728061818263,0.22798710619272233,1.2317297828943907,0.7313699258589434,1.333457936336178,1.0348849663030106,0.4987648532131306,0.16883074120033129,0.18298354728124705, raw
1728061818651,0.20511078393435966,0.4673572057361276,0.5725268364814444,0.5343890531740481,0.7375745346460504,0.6337513087887863,0.2072508593777076,0.2454606753617759, raw
1728061818764,0.24559787646645015,0.4709051841689064,0.5639821979175473,0.5320273710170152,0.7356818143376995,0.9024601914628264,0.26810638010353216,0.2974318226705479, raw
1728061819012,0.20815376205962172,0.48585926927526557,0.6136816445339777,0.6823406647252473,0.3986534933273529,1.0423373947518961,0.17692310362103905,0.16009971101694268, raw
1728061819262,0.15331675548939047,0.510272770888888,1.0337709481242423,0.5297863622356173,0.17789534680701857,0.5740755092991243,0.14683171319912863,0.2754980009722628, raw
1728061819511,0.2257003187716273,0.4852489922037944,0.7137422139721319,0.35245474640711527,0.2369426397333284,0.5044647917425956,0.23380220064890622,0.33852928425430034, raw
1728061819761,0.1930274371247411,0.31996250375094815,0.6021237590222854,0.907527614346314,0.19014772301454225,1.128373063115399,0.2288409127334376,0.1433979467525844, raw
1728061820013,0.24707659235764845,0.29353544421719147,0.5246974725567433,0.9461789166328605,0.34238679449069354,1.1645137427444283,0.2757251725307086,0.37106866442306485, raw
1728061820261,0.2561960841406416,0.4925226417792652,1.5743936168926487,0.4192516403468196,0.311354772356735,1.1671504957627947,0.29352268252602726,0.3894834206774911, raw
1728061820510,0.24985141825055143,0.5196734223826343,1.8729385445430229,0.6368058443529595,1.593878444598306,1.290886755030393,0.2909275125379679,0.34069644733620347, raw
1728061820765,0.110489413600495,0.2617445378333281,3.3449382898440274,0.6044793817384425,1.578493357577949,1.2993268846188757,0.16544850310704107,0.24286561998584297, raw
1728061821031,0.13725055653289303,0.4234669769619368,3.6946274574199682,0.5149382658606332,1.1516724949837074,1.665517742709939,0.20242928534806165,0.27161364361000134, raw
1728061821260,0.15420989950256528,0.3186098646455647,2.25107958589324,0.417946947123766,0.8564887153628048,0.6235192354162185,0.12126908017596562,0.12339941999847223, raw
1728061821518,0.20153406845786287,0.5211588016379545,2.3979118224719747,0.7073064766213197,0.4614197629941572,2.1964291740664357,0.19046394833348354,0.30597380205963415, raw
1728061821762,0.19166216008805503,0.2734327215296393,1.911381801773742,0.9149121944741514,0.3547793948202469,1.1061665029590637,0.15759602080605079,0.27257750019814597, raw
1728061822013,0.18111588818210553,0.4237114922157661,1.8645255124795643,1.251657236380492,0.4545658135243045,0.7972618070183937,0.14260509119494003,0.12832982393178013, raw
1728061822262,0.16223886315603503,0.5152616342883559,2.491237563175692,1.5521734414227468,0.47160591137606594,1.5193743272813156,0.06803848384051023,0.09263025795806261, raw
1728061822511,0.19301794719495288,0.3650282757452483,1.9989584039884924,1.617033876907163,1.8364130655451747,1.3651741717200006,0.15521015619658118,0.19262323494967712, raw
1728061822762,0.18036953653005885,0.365488933062627,1.8148742347704037,0.5392031266109585,2.423456338793411,0.8873521766707009,0.1698643386419644,0.19610761874558846, 1
1728061823012,0.14812207078983622,0.5284484668681411,3.454013939508373,0.5483977664213984,2.5098113717429777,4.018291157512186,0.17387056522876845,0.1457179313843216, 1
1728061823260,0.10843403523618726,0.4433762661449764,2.6969272058842035,0.5892559050890933,1.725821278722134,3.201284357752093,0.10573107068566437,0.1319394347439532, 1
1728061823511,0.1398638249301654,0.23765790435731438,1.9840441122998327,0.728834348758747,0.8056359928753105,2.34294882226563,0.16510052382847665,0.22456515259055193, 1
1728061823763,0.17817126279171913,0.20629981572524628,1.7009315478042382,1.1012756851524854,0.3409370772947119,1.306735469814041,0.25539240420651066,0.27510847974773106, 1
1728061824051,0.20374792861993585,0.29240806819020804,1.2000634618339523,1.3143623205079111,0.44346480634298213,0.671004577892274,0.23245626054867838,0.21155985197480137, 1
1728061824262,0.11358816441522913,0.18014805143022447,1.3369805781013182,1.013208744705149,0.2881458771377295,0.5784079812016985,0.13473516789079895,0.13689551225074498, 1
1728061824511,0.1362591826385746,0.23578350885278454,4.100162717108974,0.47974760014156614,0.3203937249408628,0.19862902690827483,0.13428131237363058,0.23615227192743637, 1
1728061824762,0.12887318365350203,0.24657816525217338,4.05223215967501,0.309439936520865,0.3213085305002379,0.1549301833536891,0.1680601623949267,0.2778550844490347, 1
1728061825012,0.19373692804622453,0.3761449709921158,2.1706121555706344,0.47877371331746765,0.45220789470935546,0.6235550355821196,0.17621217786901044,0.27526775480458715, 1
1728061825316,0.22608991319116278,0.36215333896643553,2.13283776924486,0.5949144038607872,0.4878795095627513,0.7091466984854766,0.15170703107876954,0.1710585794501691, 1
1728061825511,0.32553823188835174,0.1907907756809052,1.2086045402401615,0.8437295143784339,0.428623477546219,0.38566230164859033,0.22429442586760512,0.21501636384987155, 1
1728061825764,0.23452372427825896,0.26856352048839655,0.4301591369163724,0.9591934741169216,0.28050921474221796,0.30648097218903186,0.20594370719510935,0.15254654011064236, 1
1728061826018,0.2138092090556147,0.2603716509980234,1.0741623217727723,0.5721340995952874,0.33564498682179006,0.48703387241587187,0.24102262115229348,0.2833469384337747, 1
1728061826318,0.23518002275151798,0.2652488080183586,1.0924640778680061,0.46566957465319775,0.29774337084342656,0.4490845336581654,0.23727838397453516,0.27693397642802486, 1
1728061826516,0.19409839052550437,0.34021634966018177,1.8077317399166961,0.47385779475033957,0.23191892645132384,0.4248357086119652,0.17618844816776585,0.19985211092540445, 1
1728061826770,0.15248033519867252,0.3548949790608533,1.7639635602698913,0.43974762552377267,0.1478646265631318,0.3990707573913126,0.13422342057260594,0.11952746557127278, 1
1728061827021,0.24926690315289374,0.1888299285903193,0.5204453104866207,0.6349977735570796,0.214426017220597,0.32224019984768726,0.14042511673252314,0.14546076467650426, 1
1728061827340,0.24886441824820965,0.263506884973173,1.6523894674218933,0.6017454529267863,0.17665972067522878,0.8193550329958366,0.22920514136561948,0.2853317963750761, 1
1728061827518,0.21373433088415628,0.31189757122172224,1.5862903506405388,0.5201626866205264,0.29395867025212774,0.7573199899694837,0.27894277396725375,0.29653455070509954, 1
1728061827764,0.18807402748161778,0.20465476869662905,1.3820048161031007,0.4707784729061219,0.22116660416869297,0.5513989268955172,0.1798138910215257,0.21996911915693293, 1
1728061828013,0.1424147130719461,0.15491691753679146,1.799499757979144,0.5127259538640039,0.20457768299930726,0.5081471234526953,0.11265043999973348,0.16719919972010236, 1
1728061828320,0.18471903717859528,0.18601622443433727,1.837076312229431,0.37430557153435756,0.17951918433353067,0.29507274642578146,0.200511239345347,0.2393897676839578, 1
1728061828512,0.21044078108403705,0.3758874542131591,0.7727753370848309,0.5054105812042655,0.2996016001107278,0.3404010946668694,0.19791446825092773,0.21333988997105258, 1
1728061828762,0.5322016351192469,0.6732428064101942,1.3849600651180454,0.46811955409936307,0.609659716241588,0.3248564231081707,0.5044552859725359,0.5419578130354091, 1
1728061829011,0.5794148038614179,0.7478013931535445,1.3747993416602913,0.8048138806532458,0.7413260926649266,0.807093559946719,0.5847073585358891,0.5860675610808503, 1
1728061829322,0.5070319543832611,0.4883402681244301,0.5136882308709707,0.801611599454804,0.6192170010511943,0.877542567730092,0.5465787417970502,0.5110455486398219, 1
1728061829511,0.5637205212273357,0.6570877628530221,0.5989306755175675,0.4761709308545013,0.6307266968540869,0.518930969634809,0.5770447063755594,0.6043320417491636, 1
1728061829763,0.5114769327198375,0.6990652329281851,1.8653265130864594,0.7979272650037642,0.6343924847774927,0.6062854650775806,0.47377820575065793,0.5633970059412372, 1
1728061830012,0.49971149200017717,0.5399045020194513,1.782287838928122,0.8497556161452208,0.6430805917024763,0.6495914139640279,0.49909799292379603,0.4959355779027501, 1
1728061830262,0.5245225761969388,0.5691544198276963,0.6077447511691001,0.7196449057634267,0.4891150111970151,0.6353145158700646,0.5326848087369509,0.5496950930806442, 1
